LAYER ID	 INDIVIDUAL NAME	 ORGANISATION NAME	 POSITION NAME	 PHONE	 DELIVERY POINT	 CITY	 POSTAL CODE	 COUNTRY	 EMAIL	 ROLE
50203	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51891	None 	LINZ - Land Information New Zealand	National Imagery Manager	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51891	None 	LINZ - Land Information New Zealand	National Imagery Manager	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
53561	Director, Planning Permissions and Land	Department of Conservation Te Papa Atawhai	Director, Planning Permissions and Land	04 471 0126	Conservation House, 18 -32 Manners Street	Wellington	6011	New Zealand	enquiries@doc.govt.nz	pointOfContact	
53561	None 	None 	None 	None 	None 	None 	None 	None 	None 	None 	
51506	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51506	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
50794	omit	LINZ - Land Information New Zealand	None 	04 4600110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	resourceProvider	
50794	Omit	LINZ - Land Information New Zealand	Data Manager - Customer Systems	+64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	pointOfContact	
51296	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51296	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
51375	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51375	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
52314	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 the Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
52314	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 the Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
50908	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50908	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
52268	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
52268	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
53554	None 	LINZ - Land Information New Zealand	Lidar Coordination Manager	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
53554	None 	LINZ - Land Information New Zealand	Lidar Coordination Manager	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51681	omit	LINZ - Land Information New Zealand	Secretary, New Zealand Geographic Board Ngā Pou Taunaha o Aotearoa	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
51681	omit	LINZ - Land Information New Zealand	Secretary, New Zealand Geographic Board Ngā Pou Taunaha o Aotearoa	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
51159	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
51159	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
53622	None 	LINZ - Land Information New Zealand	Lidar Coordination Manager	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
53622	None 	LINZ - Land Information New Zealand	Lidar Coordination Manager	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51236	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51236	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
50258	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50258	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51340	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51340	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
51415	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51415	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
50978	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50978	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
50820	omit	LINZ - Land Information New Zealand	None 	04 4600110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	resourceProvider	
50820	Omit	LINZ - Land Information New Zealand	Data Manager - Customer Systems	+64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	pointOfContact	
51430	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51430	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
50210	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50210	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51527	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51527	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
52341	omit	LINZ - Land Information New Zealand	None 	04 4600110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	resourceProvider	
52341	Omit	LINZ - Land Information New Zealand	Data Manager - Customer Systems	+64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	pointOfContact	
51513	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51513	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
51535	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51535	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
50218	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50218	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51188	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
51188	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51501	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51501	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
51237	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51237	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
52090	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
52090	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
50927	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50927	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
53416	None 	LINZ - Land Information New Zealand	Chief Geodesist - National Geodetic Office	04 4600110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	author	
53416	None 	LINZ - Land Information New Zealand	Chief Geodesist - National Geodetic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	pointOfContact	
50215	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50215	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
53624	None 	LINZ - Land Information New Zealand	Lidar Coordination Manager	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
53624	None 	LINZ - Land Information New Zealand	Lidar Coordination Manager	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51433	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51433	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
51238	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51238	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
50329	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50329	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
50167	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50167	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
53596	Senior Location Data Analyst	Land Information New Zealand	Senior Location Data Analyst	0800 665 463	Level 7, Radio New Zealand House, 155 The Terrace, PO Box 5501	Wellington	6145	New Zealand	customersupport@linz.govt.nz	pointOfContact	
53596	None 	LINZ - Land Information New Zealand	Data Manager - Addressing	+64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	pointOfContact	
51265	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51265	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
51167	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
51167	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
53518	None 	LINZ - Land Information New Zealand	National Imagery Manager	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
53518	None 	LINZ - Land Information New Zealand	National Imagery Manager	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51572	omit	LINZ - Land Information New Zealand	None 	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
51572	Omit	LINZ - Land Information New Zealand	Data Manager - Pastoral Team, Crown Property and Investment	+64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
50782	omit	LINZ - Land Information New Zealand	None 	04 4600110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	resourceProvider	
50782	Omit	LINZ - Land Information New Zealand	Data Manager - Customer Systems	+64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	pointOfContact	
53411	None 	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	Land Information New Zealand, 155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
53411	None 	None 	None 	None 	None 	None 	None 	None 	None 	None 	
52249	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
52249	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51429	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51429	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
51445	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51445	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
51284	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51284	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
51308	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51308	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
51976	omit	LINZ - Land Information New Zealand	None 	04 4600110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	resourceProvider	
51976	Omit	LINZ - Land Information New Zealand	Data Manager - Customer Systems	+64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	pointOfContact	
51324	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51324	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
51278	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51278	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
53358	Data Manager - Crown Property	LINZ - Land Information New Zealand	Data Manager - Crown Property	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
53358	None 	None 	None 	None 	None 	None 	None 	None 	None 	None 	
50234	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50234	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
50957	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50957	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
52236	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
52236	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51385	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51385	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
50214	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50214	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
50180	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50180	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51456	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51456	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
51461	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51461	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
52231	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
52231	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51499	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51499	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
52343	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
52343	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51357	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51357	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
53532	omit	LINZ - Land Information New Zealand	Chief Geodesist - National Geodetic Office	04 4600110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	resourceProvider	
53532	Omit	LINZ - Land Information New Zealand	Chief Geodesist - National Geodetic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	pointOfContact	
50174	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50174	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
52237	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
52237	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
52278	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
52278	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
50295	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50295	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51332	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51332	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
50165	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
50165	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51185	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
51185	Omit	LINZ - Land Information New Zealand	Technical Leader, National Topographic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	pointOfContact	
51450	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51450	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
51319	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51319	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
51363	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51363	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
50787	omit	LINZ - Land Information New Zealand	None 	04 4600110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	resourceProvider	
50787	Omit	LINZ - Land Information New Zealand	Chief Geodesist - National Geodetic Office	+64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	pointOfContact	
51277	omit	LINZ - Land Information New Zealand	National Hydrographer	+64 4 4600110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	resourceProvider	
51277	Omit	LINZ - Land Information New Zealand	Nautical Cartographer	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	customersupport@linz.govt.nz	pointOfContact	
53446	None 	LINZ - Land Information New Zealand	Chief Geodesist - National Geodetic Office	04 4600110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	author	
53446	None 	LINZ - Land Information New Zealand	Chief Geodesist - National Geodetic Office	0800 665 463 or +64 4 460 0110	155 The Terrace	Wellington	6011	New Zealand	info@linz.govt.nz	pointOfContact	
52241	omit	LINZ - Land Information New Zealand	Chief Topographer	04 4600110	155 The Terrace	Wellington	6145	New Zealand	info@linz.govt.nz	resourceProvider	
